Food code,Food name,FoodEx2 code,FoodEx2 name,Facet(s) code,Facet(s) description,Reverse yield factor,Source(s),Reference(s),Reference link
A.06.01.002,Veal meat,A01XF,Bovine liver,F28.A07GG$F02.A069M,"PROCESS=Cooking in water, PART-NATURE=Liver (as part-nature)",1.00,Assumption,Default value of 1,
A.06.01.002,Veal meat,A01QY,Calf fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.01.002,Veal meat,A01TX,Bovine fat tissue,F28.A07XD$F02.A069J,"PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",1.00,RPC,RPC,
A.06.01.002,Veal meat,A01XF,Bovine liver,F28.A07XD$F02.A069M,"PROCESS=Unspecified, PART-NATURE=Liver (as part-nature)",1.00,RPC,RPC,
A.06.01.002,Veal meat,A01YJ,Bovine kidney,F28.A07XD$F02.A069N,"PROCESS=Unspecified, PART-NATURE=Kidney (as part-nature)",1.00,RPC,RPC,
A.06.01.002,Veal meat,A01ZM,Bovine edible offals (other than liver and kidney),F28.A07XD$F02.A069X,"PROCESS=Unspecified, PART-NATURE=Thymus (as part-nature)",1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A01RG,Pig muscle,F28.A07GG,PROCESS=Cooking in water,1.54,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Pig (chuck, neck shoulder), PROCESS=boiled)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.06.01.003,Pork / piglet meat (Sus scrofa),A01XJ,Pig liver,F28.A07GG$F02.A069M,"PROCESS=Cooking in water, PART-NATURE=Liver (as part-nature)",1.00,Assumption,Default value of 1,
A.06.01.003,Pork / piglet meat (Sus scrofa),A0F1T,Animal blood,F28.A07GG$F02.A06AL,"PROCESS=Cooking in water, PART-NATURE=Blood (as part-nature)",1.00,Assumption,Default value of 1,
A.06.01.003,Pork / piglet meat (Sus scrofa),A021A,Pig other slaughtering products,F28.A07GG$F02.A0F2M,"PROCESS=Cooking in water, PART-NATURE=Head (as part-nature)",1.37,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Head pig, PROCESS=boiled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.06.01.003,Pork / piglet meat (Sus scrofa),A01RG,Pig muscle,F28.A07GM,PROCESS=Stewing,1.52,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Pot roast pork well done, PROCESS=braised)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.06.01.003,Pork / piglet meat (Sus scrofa),A01RG,Pig muscle,F28.A07GR,PROCESS=Frying,1.47,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Pork escallop (neck, shoulder), PROCESS=fry in pan with fat)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.06.01.003,Pork / piglet meat (Sus scrofa),A01RG,Pig muscle,F28.A07GY,PROCESS=Roasting,1.61,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Roast pork well done, PROCESS=fry in oven)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.06.01.003,Pork / piglet meat (Sus scrofa),A01RG,Pig muscle,F28.A07KD,PROCESS=Curing,1.30,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Bacon-ham of pigs => Pig meat),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.06.01.003,Pork / piglet meat (Sus scrofa),A01RG,Pig muscle,F28.A07KG,PROCESS=Drying (dehydration),1.30,Literature,FAO (2000) Technical Conversion Factors for Agricultural Commodities || (Bacon-ham of pigs => Pig meat),http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
A.06.01.003,Pork / piglet meat (Sus scrofa),A01RG,Pig muscle,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A01VA,Pig fat tissue,F28.A07XD$F02.A069J,"PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A01XJ,Pig liver,F28.A07XD$F02.A069M,"PROCESS=Unspecified, PART-NATURE=Liver (as part-nature)",1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A01YM,Pig kidney,F28.A07XD$F02.A069N,"PROCESS=Unspecified, PART-NATURE=Kidney (as part-nature)",1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A021A,Pig other slaughtering products,F28.A07XD$F02.A06AB,"PROCESS=Unspecified, PART-NATURE=Tongue (as part-nature)",1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A021A,Pig other slaughtering products,F28.A07XD$F02.A06AC,"PROCESS=Unspecified, PART-NATURE=Heart (as part-nature)",1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A021A,Pig other slaughtering products,F28.A07XD$F02.A06AJ,"PROCESS=Unspecified, PART-NATURE=Trotter / feet (as part-nature)",1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A021A,Pig other slaughtering products,F28.A07XD$F02.A06AK,"PROCESS=Unspecified, PART-NATURE=Skin (as part-nature)",1.00,RPC,RPC,
A.06.01.003,Pork / piglet meat (Sus scrofa),A021A,Pig other slaughtering products,F28.A07XD$F02.A06AM,"PROCESS=Unspecified, PART-NATURE=Brain (as part-nature)",1.00,RPC,RPC,
A.06.01.004,Mutton / lamb meat (Ovis aries),A01RH,Sheep muscle,F28.A07GM,PROCESS=Stewing,1.60,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Lamb, PROCESS=stewed/braised, N=4)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.06.01.004,Mutton / lamb meat (Ovis aries),A01RH,Sheep muscle,F28.A07GY,PROCESS=Roasting,1.75,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Roast lamb mutton (boneless) well done, PROCESS=fry in oven)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.06.01.004,Mutton / lamb meat (Ovis aries),A01RH,Sheep muscle,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.01.004,Mutton / lamb meat (Ovis aries),A01XK,Sheep liver,F28.A07XD$F02.A069M,"PROCESS=Unspecified, PART-NATURE=Liver (as part-nature)",1.00,RPC,RPC,
A.06.01.004,Mutton / lamb meat (Ovis aries),A01YN,Sheep kidney,F28.A07XD$F02.A069N,"PROCESS=Unspecified, PART-NATURE=Kidney (as part-nature)",1.00,RPC,RPC,
A.06.01.004,Mutton / lamb meat (Ovis aries),A021H,Sheep other slaughtering products,F28.A07XD$F02.A06AM,"PROCESS=Unspecified, PART-NATURE=Brain (as part-nature)",1.00,RPC,RPC,
A.06.01.005,Goat / kid meat (Capra hircus),A01RL,Goat muscle,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.01.006,"Horse, asses, mules or hinnies meat (Equus spp.)",A01RM,Equine muscle,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.01.007,Rabbit meat (Lepus cuniculus),A01RQ,Rabbit fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.02.001,Chicken meat (Gallus domesticus),A01SP,Chicken fresh meat,F28.A07GG,PROCESS=Cooking in water,1.43,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Chicken whole with waste, PROCESS=boiled)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.06.02.001,Chicken meat (Gallus domesticus),A01XZ,Chicken liver,F28.A07GG$F02.A069M,"PROCESS=Cooking in water, PART-NATURE=Liver (as part-nature)",1.00,Assumption,Default value of 1,
A.06.02.001,Chicken meat (Gallus domesticus),A01SP,Chicken fresh meat,F28.A07GM,PROCESS=Stewing,1.45,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Chicken, PROCESS=stewed/braised, N=7)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.06.02.001,Chicken meat (Gallus domesticus),A01SP,Chicken fresh meat,F28.A07GR,PROCESS=Frying,1.25,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Escallop of chicken, PROCESS=fry in pan with fat)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.06.02.001,Chicken meat (Gallus domesticus),A01SP,Chicken fresh meat,F28.A07GY,PROCESS=Roasting,1.33,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Roast chicken with skin, PROCESS=fry in oven)",http://www.fao.org/uploads/media/bognar_bfe-r-02-03.pdf
A.06.02.001,Chicken meat (Gallus domesticus),A043M,Meat extract,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.06.02.001,Chicken meat (Gallus domesticus),A01SP,Chicken fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.02.001,Chicken meat (Gallus domesticus),A01VR,"Chicken, fresh fat tissue",F28.A07XD$F02.A069J,"PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",1.00,RPC,RPC,
A.06.02.001,Chicken meat (Gallus domesticus),A01XZ,Chicken liver,F28.A07XD$F02.A069M,"PROCESS=Unspecified, PART-NATURE=Liver (as part-nature)",1.00,RPC,RPC,
A.06.02.001,Chicken meat (Gallus domesticus),A022B,"Chicken, other slaughtering products",F28.A07XD$F02.A07XR,"PROCESS=Unspecified, PART-NATURE=Giblet (as part-nature)",1.00,RPC,RPC,
A.06.02.002,Turkey meat (Meleagris gallopavo),A01SQ,Turkey fresh meat,F28.A07GG,PROCESS=Cooking in water,1.30,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Turkey breast, PROCESS=boiled/steamed, N=3)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.06.02.002,Turkey meat (Meleagris gallopavo),A01SQ,Turkey fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.02.002,Turkey meat (Meleagris gallopavo),A01VS,"Turkey, fresh fat tissue",F28.A07XD$F02.A069J,"PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",1.00,RPC,RPC,
A.06.02.002,Turkey meat (Meleagris gallopavo),A01YA,Turkey liver,F28.A07XD$F02.A069M,"PROCESS=Unspecified, PART-NATURE=Liver (as part-nature)",1.00,RPC,RPC,
A.06.02.003,Duck meat (Anas spp.),A01SR,Duck fresh meat,F28.A07GG,PROCESS=Cooking in water,1.52,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Duck, PROCESS=boiled/steamed, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.06.02.003,Duck meat (Anas spp.),A01SR,Duck fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.02.003,Duck meat (Anas spp.),A01VT,"Duck, fresh fat tissue",F28.A07XD$F02.A069J,"PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",1.00,RPC,RPC,
A.06.02.003,Duck meat (Anas spp.),A01YB,Duck liver,F28.A07XD$F02.A069M,"PROCESS=Unspecified, PART-NATURE=Liver (as part-nature)",1.00,RPC,RPC,
A.06.02.004,"Goose meat (Anser, Branta, Chen)",A01SS,Goose fresh meat,F28.A07GG,PROCESS=Cooking in water,1.52,Extrapolation,based on 'boiled duck',
A.06.02.004,"Goose meat (Anser, Branta, Chen)",A01YC,Goose liver,F28.A07GG$F02.A069M,"PROCESS=Cooking in water, PART-NATURE=Liver (as part-nature)",1.00,Assumption,Default value of 1,
A.06.02.004,"Goose meat (Anser, Branta, Chen)",A01SS,Goose fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.02.004,"Goose meat (Anser, Branta, Chen)",A01VV,"Goose, fresh fat tissue",F28.A07XD$F02.A069J,"PROCESS=Unspecified, PART-NATURE=Fat tissue (as part-nature)",1.00,RPC,RPC,
A.06.02.004,"Goose meat (Anser, Branta, Chen)",A01YC,Goose liver,F28.A07XD$F02.A069M,"PROCESS=Unspecified, PART-NATURE=Liver (as part-nature)",1.00,RPC,RPC,
A.06.02.005,Pigeon meat (Columba spp.),A01TA,Pigeon fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.02.006,Guinea fowl meat (Numida meleagris),A01SX,Guinea-fowl fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.02.007,Ostrich meat (Struthio camelus),A01ST,Ratites fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.03.001,Boar meat (wild pig) (Sus scrofa),A01SH,Wild boar fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.03.002,Venison meat (Cervus spp.),A01SC,"Deer, red fresh meat",F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.03.003,Elk meat (Alces alces),A01SE,European moose meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.03.004,Reindeer meat (Rangifer tarandus),A01SF,Reindeer meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.03.004,Reindeer meat (Rangifer tarandus),A01XT,Deer liver,F28.A07XD$F02.A069M,"PROCESS=Unspecified, PART-NATURE=Liver (as part-nature)",1.00,RPC,RPC,
A.06.03.006,Hare meat (Lepus europaeus),A01SJ,Hare fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.04.001,Pheasant meat (Phasianus colchius),A01SZ,Pheasant fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.04.003,Mallard (Anas platyrhynchos),A01TG,Mallard fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.04.004,Partridge meat (Perdix perdix),A01SY,Partridge fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.04.005,Quail meat (Coturnix coturnix),A01TB,Quail fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.04.008,Ptarmigan meat (Lagopus mutus),A01TK,Ptarmigan fresh meat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.06.12.002,Quorn (mycoprotein),A03TG,Textured fungal proteins,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.07.01.001,Herring (Clupea),A02DE,Herrings,F28.A07GG,PROCESS=Cooking in water,1.27,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Herring, PROCESS=poached, N=3)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.07.01.001,Herring (Clupea),A02DE,Herrings,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.001,Herring (Clupea),A02ES,Herring roe,F28.A07XD$F02.A069Z,"PROCESS=Unspecified, PART-NATURE=Roe (as part-nature)",1.00,RPC,RPC,
A.07.01.001,Herring (Clupea),A02DE,Herrings,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",20.00,Literature,"The Marine Ingredients Organisation, FISH IN - FISH OUT RATIOS EXPLAINED, J Agriculture Europe 34(3):2009",http://www.iffo.net/system/files/EAS%20FIFO%20September2009%202_0.pdf
A.07.01.002,Sprat (Sprattus sprattus),A02DH,Sprat,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.003,Sardine and pilchard (Sardina),A02DB,European sardine,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.004,Anchovy (Engraulis),A02DD,Anchovies,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.004,Anchovy (Engraulis),A02DD,Anchovies,F28.A0BYP,PROCESS=Canning / jarring,1.25,Extrapolation,based on 'boiled salmon/tuna',
A.07.01.005,Shad (Alosa),A029A,Shads,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.007,Char (Salvelinus),A029M,Char,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.008,Smelt (Osmerus),A029B,Smelt,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.009,Whitefish (Coregonus),A029Q,Whitefishes or coregonus,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.010,Perch (Perca),A027N,Perch,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.011,Bass (Marone),A029T,Sea bass,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.013,Mackeral (Scomber),A02CT,Mackerel,F28.A07GG,PROCESS=Cooking in water,1.10,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Mackerel, PROCESS=poached, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.07.01.013,Mackeral (Scomber),A02CT,Mackerel,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.014,Tuna (Thunnus),A02DR,Tuna and bonito (generic),F28.A07GG,PROCESS=Cooking in water,1.25,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Tuna, PROCESS=boiled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.07.01.014,Tuna (Thunnus),A02DR,Tuna and bonito (generic),F28.A07GY,PROCESS=Roasting,1.35,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Tuna, PROCESS=baked in oven, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
A.07.01.014,Tuna (Thunnus),A02DR,Tuna and bonito (generic),F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.014,Tuna (Thunnus),A02DR,Tuna and bonito (generic),F28.A0BYP,PROCESS=Canning / jarring,1.25,Extrapolation,based on 'boiled tuna',
A.07.01.016,Grey mullet (Mugil),A02AD,Mullets,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.018,Hake (Merluccius),A02CB,Hakes,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.019,Flounder (Platichthys flesus),A02AT,Flounders,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.020,Halibut (Hippoglossus spp.),A02AY,Halibut,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.021,Plaice (Pleuronectes),A02BC,Plaice,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.022,Sole (Limanda; Solea),A02BF,Sole,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.024,Carp (Cyprinus),A027C,Carps,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.025,Babel (Barbus),A026Y,Barbs,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.026,Bream (Charax),A027B,Freshwater bream - Europe,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.027,Eels (Apodes),A028G,River eels,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.029,Lophiiformes (Pediculati),A02BJ,Anglerfish and monkfish,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.030,Selachoidei (Pleurotremata),A02DJ,Sharks,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.031,Rays (Hypotremata),A02DQ,Rays,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.032,Acipenseriformes (sturgeons) (Chondrostei),A02FA,Sturgeon roe,F28.A07XD$F02.A069Z,"PROCESS=Unspecified, PART-NATURE=Roe (as part-nature)",1.00,RPC,RPC,
A.07.01.033,Bonito (Sarda Sarda),A02DS,Bonito,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.035,Sardinops (Sardinops sagax),A02DA,Sardines and sardine-type fishes,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.01.036,Swordfish (Xiphidae spp.),A07Y0,Swordfish,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.07.04.001,Crab (Cancer spp.),A02FF,Freshwater crabs,F28.A07GG,PROCESS=Cooking in water,1.25,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Crab, PROCESS=boiled, N=1)",http://www.fao.org/uploads/media/Bergstroem_1994_32_Livsmedelsverket_nutrient_losses_and_gains.pdf
