"id","exposure","gruppo","code",,"Our approximation",
3124,"L5","Miscellaneous savoury extracts","17.87.391.166.238",,,
4507,"L5","Miscellaneous supplements or nutraceuticals","16.46.256.999.1621",,,
3685,"L5","Mixed alcoholic drinks","1.72.257.545.799",,"A.14.02.003","Wine, red"
3658,"L5","Mixed beer drinks","1.16.44.524.772",,"A.14.01.002","Beer, regular"
3224,"L5","Mixed breakfast cereals","10.19.263.239.338",,"A.01.06.005.001","Breakfast cereals, mixed cereals and fruits"
4607,"L5","Mixed cereal rolled grains","10.19.56.767.1721",,"A.01.06.001.011","Oat flakes"
4347,"L5","Mixed cereal-based snacks","4.47.357.895.1461",,"A.01.06.002.001","Muesli bars"
3453,"L5","Mixed coffee imitates","3.57.102.408.567",,"A.02.13.008","Mixture of coffee imitates"
4642,"L5","Mixed coffee imitates infusion","3.55.101.558.1756",,"A.13.04","Coffee imitates beverage"
3818,"L5","Mixed fruit and vegetable juices","9.48.258.631.932",,"A.12.07.003","Multi-vegetable juice"
3815,"L5","Mixed fruit juice","9.48.169.203.929",,"A.12.01.001","Juice, Apple"
4147,"L5","Mixed fruit nectars","9.48.170.791.1261",,"I.12.03.015","Nectar, Mixed fruit"
3486,"L5","Mixed green salad","4.91.336.421.600",,"A.19.11.001","Prepared green salad"
4121,"L5","Mixed herbs and spices","17.89.346.778.1235",,"I.16.03.003.001","Mixed spices, Barbecue"
4422,"L5","Mixed juices with added ingredients","9.48.259.932.1536",,"A.12.07.003","Multi-vegetable juice"
4865,"L5","Mixed roasted flours for porridge-like food","10.19.56.232.1979",,"A.01.02.010.001","Mixture of grains"
4015,"L5","Mixed soups","4.91.361.85.1129",,"A.19.10.001","Vegetable/herb soup"
4240,"L5","Mixed supplements/formulations","16.46.260.834.1354",,,
4207,"L5","Mixed vegetable juice","9.48.407.632.1321",,"A.12.07.003","Multi-vegetable juice"
3487,"L5","Mixed vegetable salad","4.91.336.422.601",,"A.19.11.002","Prepared mixed vegetable salad"
2958,"L5","Mixed vegetables","4.31.126.54.72",,"I.19.07.004.001","Mixed vegetables, boiled, Broccoli-Carrots-Cauliflower"
3014,"L5","Mixed vegetables soup","4.91.361.85.128",,"A.19.10.001","Vegetable/herb soup"
4297,"L5","Mixed vegetables soup, dry","4.91.360.862.1411",,"A.19.10.001","Vegetable/herb soup"
3641,"L5","Mixed wheat and rye bread and rolls","10.18.210.221.755",,"A.01.04.003.001","Rye-wheat bread, light"
4459,"L5","Mixtures of beer with other alcoholic drinks","1.72.272.964.1573",,"A.14.01.002","Beer, regular"
4429,"L5","Modified starch","12.42.261.938.1543",,"A.01.03.001.014","Wheat starch"
3567,"L5","Molluscs","6.73.262.471.681",,"A.07.06.004","Snail (Helix sp.)"
3889,"L5","Morels","20.53.179.244.1003",,"A.02.16.005","Morel (Morchella esculanta)"
2982,"L5","Mortadella-type sausage","13.86.295.61.96",,"A.06.09.005.008","Mortadella"
3002,"L5","Mozzarella","14.23.161.77.116",,"A.08.08.120","Cheese, Mozzarella"
3653,"L5","Muesli and similar mixed breakfast cereals","10.19.263.523.767",,"A.01.06.002.008","Muesli, mixed"
3225,"L5","Muesli plain","10.19.263.240.339",,"A.01.06.002.009","Muesli, no added sugar"
3974,"L5","Mulberries (black and white)","8.51.46.714.1088",,"A.05.04.013","Mulberries (Morus spp.)"
3948,"L5","Mullets","6.37.238.705.1062",,"A.07.01.016","Grey mullet (Mugil)"
3200,"L5","Multigrain (not only rye-wheat) bread and rolls","10.18.210.221.314",,"A.01.04.004.001","Multigrain bread"
4101,"L5","Multigrain bread and rolls","10.18.210.221.1215",,"A.01.04.004.002","Multigrain rolls"
3182,"L5","Multivitamin juices","9.48.259.205.296",,"I.12.04.011","Juice, Tropical"
3918,"L5","Mung bean sprouts","20.94.264.686.1032",,"A.04.02.009","Mung bean (Phaseolus aureus)"
4476,"L5","Mung beans (dry)","11.60.307.330.1590",,"A.04.02.009","Mung bean (Phaseolus aureus)"
3713,"L5","Mung beans (without pods)","11.60.212.324.827",,"A.04.02.009","Mung bean (Phaseolus aureus)"
4412,"L5","Mushroom based dishes","4.31.126.927.1526",,"A.19.09","Mushroom-based meals"
4740,"L5","Mushroom salad","4.91.336.1115.1854",,"A.19.11.002","Prepared mixed vegetable salad"
4298,"L5","Mushroom soup, dry","4.91.360.863.1412",,"A.19.10.008","Mushroom soup"
3105,"L5","Mushrooms cooked sauce","17.26.343.150.219",,"I.16.08.010.002","Mushroom sauce"
3957,"L5","Mushy peas","4.31.126.565.1071",,"A.02.14.001","Mushy peas (Pisum sativum)"
3076,"L5","Mussels","6.73.265.130.190",,"A.07.05.007","Mussel (Mytilus edulis)"
3087,"L5","Mustard and related sauces","17.26.343.136.201",,"I.16.08.010.003","Mustard sauce"
4363,"L5","Mustard seeds","11.74.268.797.1477",,"A.04.04.007","Mustard seed (Brassica nigra)"
4158,"L5","Mustard seeds and similar-","11.74.268.797.1272",,"A.04.04.007","Mustard seed (Brassica nigra)"
4684,"L5","Nameko","20.53.179.243.1798",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
4713,"L5","Nashi pears","8.51.287.171.1827",,"A.05.02.009","Nashi pear (Pyrus pyrifolia)"
4518,"L5","Nasi goreng","4.31.282.58.1632",,"A.19.02.001","Rice and vegetables meal"
4432,"L5","Natural food colour","12.43.266.941.1546",,,
3327,"L5","Natural mineral water","21.32.52.320.441",,,
3595,"L5","Nectarines","8.51.379.173.709",,"A.05.03.011","Peaches (Prunus persica)"
3963,"L5","Nile perch","6.37.163.461.1077",,"A.07.01.010","Perch (Perca)"
4135,"L5","Non-fermented tea leaves (green or white tea)","3.57.393.787.1249",,"A.02.10.001","Tea (dried leaves and stalks, fermented or otherwise of Camellia sinensis)"
3447,"L5","Non-fermented tea, infusion","3.55.392.403.561",,"A.13.02.001","Black tea, infusion"
4719,"L5","Norway pout","6.37.238.95.1833",,,
4797,"L5","Nougat raw mass","19.27.40.1152.1911",,"A.10.04.014","Nougat"
4775,"L5","Nut mass","19.27.40.1133.1889",,"I.04.03.015","Mixed nuts paste"
3744,"L5","Nut/seeds paste/emulsion/mass","11.81.296.346.858",,"I.04.03.015","Mixed nuts paste"
4161,"L5","Nutmeg seed","11.92.349.799.1275",,"A.16.02.027","Nutmeg (Myristica fragans)"
4377,"L5","Nutritionally complete formulae","16.45.125.912.1491",,"A.18.05.001","Nutritionally complete formulas"
4424,"L5","Nutritionally incomplete formulae","16.45.125.933.1538",,"A.18.05.002","Nutritionally incomplete formulas"
4788,"L5","Nuts, oilseeds and oilfruits","11.74.267.1144.1902",,"A.11.04.010","Palm oil"
4058,"L5","Nuts-seeds based halva","19.27.383.750.1172",,"I.10.04.015.001","Halva with almonds"
4767,"L5","Oat and similar-","10.22.82.643.1881",,"A.01.02.008","Oats, grain"
3838,"L5","Oat grain","10.22.82.643.952",,"A.01.02.008","Oats, grain"
3659,"L5","Oat popped","10.19.297.247.773",,"A.01.02.008","Oats, grain"
4104,"L5","Oat rolled grains","10.19.56.767.1218",,"A.01.06.001.011","Oat flakes"
3786,"L5","Ocean perch","6.37.238.462.900",,,
4039,"L5","Octopus, common","6.73.370.738.1153",,"A.07.05.002","Octopus (Octopus vulgaris)"
4088,"L5","Octopuses","6.73.370.738.1202",,"A.07.05.002","Octopus (Octopus vulgaris)"
4122,"L5","Oil seed mass","19.27.40.779.1236",,"A.11.04.010","Palm oil"
3725,"L5","Oilseeds","11.74.268.564.839",,"A.04.04.005","Sunflower seed (Helianthus annuus)"
4061,"L5","Okra","20.52.359.753.1175",,"A.02.03.005","Okra, lady’s fingers (Hibiscus esculentus)"
4181,"L5","Olive oil, refined","2.5.406.15.1295",,"A.11.04.008","Olive oil"
4067,"L5","Olive oil, virgin or extra-virgin","2.5.406.15.1181",,"A.11.04.008","Olive oil"
2901,"L5","Olive oils","2.5.406.15.15",,"A.11.04.008","Olive oil"
4889,"L5","Olive pomace oil","2.5.406.15.2003",,"A.11.04.008","Olive oil"
3164,"L5","Olives, processed","8.80.273.190.278",,"A.05.05.001","Olives for oil production (Olea europaea)"
4573,"L5","Onion bulbs for fresh consumption","20.20.269.218.1687",,"A.02.02.002","Onions, bulb (Allium cepa)"
3519,"L5","Onion soup","4.91.361.444.633",,"A.19.10.001","Vegetable/herb soup"
4299,"L5","Onion soup, dry","4.91.360.864.1413",,"I.16.02.034","Onions, dried"
3197,"L5","Onions","20.20.269.218.311",,"I.16.02.034","Onions, dried"
4335,"L5","Onions and similar-","20.20.269.887.1449",,"I.16.02.034","Onions, dried"
4831,"L5","Oraches leaves","20.59.367.268.1945",,,
3106,"L5","Oranges","8.51.94.151.220",,"A.05.01.002","Oranges (Citrus sinensis)"
4091,"L5","Oranges and similar-","8.51.94.151.1205",,"A.05.01.002","Oranges (Citrus sinensis)"
3899,"L5","Oregano","20.54.32.671.1013",,"I.16.01.013","Origano"
4238,"L5","Other common supplements","16.46.256.832.1352",,,
4598,"L5","Other cultivated fungi","20.53.179.243.1712",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
3524,"L5","Other desserts spoonable","4.93.270.448.638",,"I.20.02.004.001","Dessert cream"
4661,"L5","Other food for infants and children","7.75.271.1070.1775",,"A.17.06","Ready-to-eat meal for infants and young children"
4783,"L5","Other fruit juices","9.48.169.1139.1897",,"A.12.01.001","Juice, Apple"
4785,"L5","Other fruit nectars","9.48.170.1141.1899",,"A.12.03.007","Nectar, Apple"
4813,"L5","Other fruit spreads","8.80.165.1159.1927",,"A.05.08.001.018","Jam, Mixed fruit"
4784,"L5","Other Herbal infusion materials from leaves and herbs","3.57.194.1140.1898",,"A.13.02.004","Herbal tea, infusion"
4600,"L5","Other hybrids of Persica vulgaris or Prunus persica, not elsewhere mentioned","8.51.379.173.1714",,,
4772,"L5","Other liqueurs","1.105.217.1130.1886",,"A.14.05.002","Herb liqueur"
4565,"L5","Other plant oils","2.5.406.385.1679",,"A.11.04.010","Palm oil"
4791,"L5","Other processed cheese","14.23.299.1147.1905",,"I.08.08.192","Hard cheese (cheddar, emmental type)"
4814,"L5","Other processed fruit products (excluding beverages)","8.80.273.1160.1928",,"A.05.09.007.012","Fruit compote, Mixed fruit"
4560,"L5","Other pulses","11.60.307.1024.1674",,"A.04.02.001","Beans (Phaseolus vulgaris)"
4832,"L5","Other red algae","20.2.322.1171.1946",,"A.18.02.011","Algae formula (e.g. Spirulina, Chlorella)"
4287,"L5","Other seeds (including elsewhere non-listed oilseeds and other seeds)","11.74.268.856.1401",,"A.04.04.005","Sunflower seed (Helianthus annuus)"
3991,"L5","Other seeds of species of familia Cucurbitaceae, not elsewhere mentioned","11.74.268.567.1105",,"A.04.04.005","Sunflower seed (Helianthus annuus)"
4779,"L5","Other smoked fishes","6.38.301.107.1893",,,
4828,"L5","Other sweetening ingredients","19.100.275.1170.1942",,,
4550,"L5","Other tropical root and tuber vegetables","18.97.398.1020.1664",,"A.02.01.002","Beetroot (Beta vulgaris subsp. vulgaris)"
4734,"L5","Ovine milk","14.70.244.123.1848",,"A.08.01.002","Sheep milk"
3568,"L5","Oyster, european","6.73.276.472.682",,"A.07.05.008","Oyster (Ostrea edulis)"
3971,"L5","Oysters","6.73.276.713.1085",,"A.07.05.008","Oyster (Ostrea edulis)"
2967,"L5","Paella","4.31.282.58.81",,"A.19.02.002","Rice and meat meal"
4165,"L5","Pak-choi","20.59.208.256.1279",,"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)"
3356,"L5","Pale ale beer","1.16.42.343.470",,"A.14.01.002","Beer, regular"
4014,"L5","Palm hearts","20.99.277.735.1128",,"A.02.07.009","Palm hearts (Euterpa oleracea, Cocos nucifera, Bactris gasipaes, Daemonorops schmidtiana)"
4760,"L5","Palm kernel oil, edible","2.5.406.385.1874",,"A.11.04.009","Palm kernel oil"
3421,"L5","Palm oil/fat","2.5.406.385.535",,"A.11.04.010","Palm oil"
4730,"L5","Pancake pre-mixes (dry)","10.76.313.318.1844",,"A.01.07.001.028","Pancakes"
4293,"L5","Pancetta","13.83.312.46.1407",,"A.06.01.003","Pork / piglet meat (Sus scrofa)"
3471,"L5","Pan-fried potato","4.31.126.52.585",,"A.03.01.007","Potato fried"
3589,"L5","Papayas","8.51.253.489.703",,"A.05.06.017","Papaya (Carica papaya)"
3241,"L5","Parsley","20.54.32.249.355",,"A.16.01.005","Parsley, herb (Petroselinum crispum)"
4328,"L5","Parsley roots","20.85.278.881.1442",,"A.02.01.006","Parsley root (Petroselinum crispum)"
3916,"L5","Parsnip roots","20.85.279.684.1030",,"A.02.01.007","Parsnips (Pastinaca sativa)"
3996,"L5","Partridge fresh meat","13.64.48.13.1110",,"A.06.04.004","Partridge meat (Perdix perdix)"
3125,"L5","Passionfruits","8.51.254.167.239",,"A.05.06.010","Passion fruit (Passiflora edulis)"
4107,"L5","Pasta and similar products","10.76.280.769.1221",,"A.19.01.003.001","Pasta, cooked, with vegetables"
3475,"L5","Pasta based dishes, cooked","4.31.282.57.589",,"A.19.01.003.001","Pasta, cooked, with vegetables"
3959,"L5","Pasta based dishes, uncooked","4.31.282.709.1073",,"A.01.05.006","Pasta, wheat flour, without eggs"
4603,"L5","Pasta for children (dry, to be cooked)","7.78.281.1044.1717",,"A.17.05.004","Pasta for children"
3708,"L5","Pasta wholemeal","10.76.280.316.822",,"A.01.05.013","Pasta, wheat wholemeal, without eggs"
2964,"L5","Pasta, filled, cooked","4.31.282.57.78",,"A.19.01.003.005","Pasta, cooked, vegetable filling"
2965,"L5","Pasta, plain (not stuffed), cooked","4.31.282.57.79",,"I.01.05.016","Plain pasta, cooked"
3709,"L5","Pasta, plain (not stuffed), uncooked","10.76.280.316.823",,"A.01.05.006","Pasta, wheat flour, without eggs"
3859,"L5","Pasta-like products","10.76.280.314.973",,"A.01.05.006","Pasta, wheat flour, without eggs"
4073,"L5","Pastas and rice (or other cereal) –based dishes","4.31.282.756.1187",,"A.19.02.001","Rice and vegetables meal"
3295,"L5","Pastry based on laminated dough","10.36.283.288.409",,"I.01.07.001.051","Shortcrust pastry"
3596,"L5","Peaches and similar-","8.51.379.173.710",,"A.05.03.011","Peaches (Prunus persica)"
3359,"L5","Peanut butter","11.81.296.346.473",,"A.11.03.001","Peanuts butter"
2903,"L5","Peanut oil, edible","2.5.406.16.17",,"A.11.04.011","Peanut oil"
3345,"L5","Peanuts","11.74.268.333.459",,"A.04.02.021","Peanut (Arachis hypogea)"
3862,"L5","Peanuts (fresh seeds)","11.60.212.655.976",,"A.04.02.021","Peanut (Arachis hypogea)"
4611,"L5","Peanuts and similar-","11.74.268.333.1725",,"A.04.02.021","Peanut (Arachis hypogea)"
3199,"L5","Pearl onion","20.20.269.220.313",,"A.02.02.002","Onions, bulb (Allium cepa)"
3129,"L5","Pears","8.51.287.171.243",,"A.05.02.002","Pear (Pyrus communis)"
3864,"L5","Peas (dry) and similar-","11.60.307.561.978",,"I.04.02.024","Peas (dry), soaked/boiled/canned"
4517,"L5","Peas (with pods) and similar-","20.61.284.1005.1631",,"A.02.06.002","Peas, with pods (Pisum sativum)"
4108,"L5","Peas (without pods) and similar-","11.60.212.329.1222",,"A.04.01.002","Peas, green, without pods (Pisum sativum)"
4065,"L5","Peas shoots and sprouts","20.94.285.754.1179",,"A.04.01.002","Peas, green, without pods (Pisum sativum)"
3980,"L5","Pecans","11.74.397.716.1094",,"A.04.03.009","Pecans (Carya illinoensis)"
3361,"L5","Peppercorn (black, green and white)","11.92.172.347.475",,"A.16.02.028","Pepper, black and white (Piper nigrum)"
4160,"L5","Peppercorn (black, green and white) and similar-","11.92.172.347.1274",,"A.16.02.028","Pepper, black and white (Piper nigrum)"
4179,"L5","Peppermint infusion","3.55.191.807.1293",,"A.02.10.004","Peppermint (Mentha × piperita)"
3809,"L5","Pepperoni/paprika-type sausage","13.86.295.53.923",,"A.06.09.006.005","Cooked salami"
4171,"L5","Peppers and similar-","20.52.359.234.1285",,"A.02.03.002","Peppers, paprika (Capsicum annuum, var. grossum and var. longum)"
3755,"L5","Peppers, dried","11.92.172.588.869",,"A.02.03.002","Peppers, paprika (Capsicum annuum, var. grossum and var. longum)"
3539,"L5","Perch","6.37.163.461.653",,"A.07.01.010","Perch (Perca)"
3077,"L5","Pesto","17.26.343.129.191",,"I.16.08.006.002","Pesto sauce, green"
3793,"L5","Pheasant fresh meat","13.64.48.13.907",,"A.06.04.001","Pheasant meat (Phasianus colchius)"
4153,"L5","Phyllo dough","10.76.313.795.1267",,"I.01.07.001.050","Puff pastry"
3467,"L5","Piccalilly pickle","17.26.323.415.581",,"A.16.07.006","Piccalilli"
3283,"L5","Pickled / marinated vegetables","20.82.141.279.397",,"A.02.14.005","Pickled vegetables"
4232,"L5","Pickles","17.26.323.415.1346",,"A.02.14.005","Pickled vegetables"
4290,"L5","Pig edible offal, non-muscle, other than liver and kidney","13.7.228.859.1404",,"A.06.06.003","Pork liver"
4485,"L5","Pig fat tissue","13.8.229.978.1599",,"A.11.01.004","Pork lard (Schmaltz)"
2926,"L5","Pig fresh meat","13.64.232.33.40",,"A.06.01.003","Pork / piglet meat (Sus scrofa)"
4621,"L5","Pig head","13.13.235.615.1735",,"A.06.06.003","Pork liver"
4315,"L5","Pig heart","13.13.235.615.1429",,"A.06.06.003","Pork liver"
3771,"L5","Pig kidney","13.9.230.603.885",,"A.06.06.011","Pork kidney"
3775,"L5","Pig liver","13.10.231.606.889",,"A.06.06.003","Pork liver"
4372,"L5","Pig marrowbone","13.13.235.615.1486",,"A.06.06.003","Pork liver"
4674,"L5","Pig meat, dried","13.11.234.1081.1788",,"A.06.08.004","Pork, dried"
2928,"L5","Pig minced meat","13.64.232.33.42",,"A.06.01.003","Pork / piglet meat (Sus scrofa)"
4316,"L5","Pig other slaughtering products","13.13.235.615.1430",,"A.06.06.003","Pork liver"
4622,"L5","Pig stomach","13.13.235.615.1736",,"A.06.06.003","Pork liver"
3787,"L5","Pig tongue","13.13.235.615.901",,"A.06.06.013","Tongue (beef, veal, mutton, lamb, pork)"
4143,"L5","Pig trotters and feet","13.13.235.615.1257",,"A.06.06.023","Totters and feet (calf, pork)"
3640,"L5","Pigeon fresh meat","13.64.48.13.754",,"A.06.02.005","Pigeon meat (Columba spp.)"
3540,"L5","Pike","6.37.163.461.654",,,
3541,"L5","Pike-perch","6.37.163.461.655",,,
3350,"L5","Pine nut kernels","11.74.397.338.464",,"A.04.03.010","Pine nuts (Pinus pinea)"
4109,"L5","Pine nut kernels and similar-","11.74.397.338.1223",,"A.04.03.010","Pine nuts (Pinus pinea)"
3118,"L5","Pineapples","8.51.253.160.232",,"A.05.06.021","Pineapples (Ananas comosus)"
4614,"L5","Pink pepper fruit","11.92.172.347.1728",,"A.02.03.002","Peppers, paprika (Capsicum annuum, var. grossum and var. longum)"
3352,"L5","Pistachios","11.74.397.339.466",,"A.04.03.011","Pistachios (Pistachia vera)"
2977,"L5","Pizza and pizza-like dishes","4.31.340.62.91",,"I.19.01.002.013","Pizza, cheese"
2978,"L5","Pizza and similar with cheese topping","4.31.340.62.92",,"I.19.01.002.013","Pizza, cheese"
4808,"L5","Pizza and similar with cheese, and mushrooms","4.31.340.62.1922",,"A.19.01.002.006","Pizza and pizza-like pies, cheese, and mushrooms"
3480,"L5","Pizza and similar with cheese, and vegetables","4.31.340.62.594",,"I.19.01.002.016","Pizza, vegetarian"
4809,"L5","Pizza and similar with cheese, and vegetables and fruits","4.31.340.62.1923",,"A.19.01.002.003","Pizza and pizza-like pies, cheese, and vegetables and fruits"
4076,"L5","Pizza and similar with cheese, meat, and mushrooms","4.31.340.62.1190",,"A.19.01.002.007","Pizza and pizza-like pies, cheese, meat, and mushrooms"
4077,"L5","Pizza and similar with cheese, meat, and vegetables","4.31.340.62.1191",,"A.19.01.002.005","Pizza and pizza-like pies, cheese, meat, and vegetables"
4810,"L5","Pizza and similar with fish/seafood topping","4.31.340.62.1924",,"I.19.01.002.010","Pizza, cheese-fish"
4911,"L5","Pizza and similar with meat, and vegetables","4.31.340.62.2025",,"A.19.01.002.004","Pizza and pizza-like pies, meat, and vegetables"
2980,"L5","Pizza and similar with processed meat topping","4.31.340.62.94",,"I.19.01.002.022","Pizza, cheese-salami"
2981,"L5","Pizza and similar with vegetable topping","4.31.340.62.95",,"I.19.01.002.016","Pizza, vegetarian"
3035,"L5","Plaice","6.37.238.98.149",,"A.07.01.021","Plaice (Pleuronectes)"
3848,"L5","Plain cakes","10.36.64.280.962",,"A.01.07.001.034","Sponge cake"
4197,"L5","Plantains","8.51.253.157.1311",,"A.05.06.015","Bananas (Musa × paradisica)"
3501,"L5","Pleurotus","20.53.179.243.615",,"A.07.01.021","Plaice (Pleuronectes)"
3133,"L5","Plums","8.51.379.175.247",,"A.05.03.002","Plums (Prunus domestica)"
4094,"L5","Plums and similar-","8.51.379.175.1208",,"A.05.03.002","Plums (Prunus domestica)"
4013,"L5","Podded pea (young pods)","20.61.284.678.1127",,"A.02.06.002","Peas, with pods (Pisum sativum)"
4738,"L5","Pointed head cabbages","20.59.190.253.1852",,"A.02.04.004","Head cabbage (Brassica oleracea convar. capitata)"
4294,"L5","Polish-type cooked sausage","13.86.295.61.1408",,"A.06.09.005.009","Vienna Sausage"
3029,"L5","Pollack, pollock","6.37.238.95.143",,,
