Livsmedelsnummer,Livsmedelsnamn,Råvara nivå 1,Andel,Inkluderar,Tillagningsprocess  nivå 1,Konverteringsfaktor nivå 1,Publikation nivå 1,Foodex2 nivå 1,Rå mängd beräknad,Beräkning rå mängd,Råvara nivå 2,Tillagningsprocess nivå 2,Konverteringsfaktor nivå 2,Publikation nivå 2,Foodex2 nivå 2,Kommentar,
2075,Coleslaw kall sås,Stjälkselleri,6,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00RY,6,"6 * 1,00",,,,,,,
2075,Coleslaw kall sås,Yoghurt fett > 3%,4,,"Rå, tillagad ",1,-,A02NG#F10.A077A,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
2075,Coleslaw kall sås,Grädde fett <15%,4,matlagningsgrädde,"Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A02MK#F07.A074F,4,"4 * 1,00",Mjölk,"Rå, tillagad ",3,SLV - Riktlinjer för livsmedel,A02LY,"Faktor= logisk slutledning.
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 33,3  g grädde med 12% fetthalt.",
2075,Coleslaw kall sås,Vinäger ,2,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad ",1,-,A044M,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
2075,Coleslaw kall sås,Äggula,1,,Rå,1,SLV - Riktlinjer för livsmedel,A031S,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2083,Ratatouille,Chilipeppar,1,,"Rå, tillagad ",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00JB,1,"1 * 1,00",,,,,,,
2083,Ratatouille,Squash,21,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00JR,21,"21 * 1,00",,,,,,,
2083,Ratatouille,Aubergine ,20,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A00JD,20,"20 * 1,00",,,,,,Faktor = logisk slutledning,
2083,Ratatouille,"Lök (gul, röd)",12,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,12,"12 * 1,00",,,,,,,
2083,Ratatouille,Paprika ,9,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00JA,9,"9 * 1,00",,,,,,,
2083,Ratatouille,Olja olivolja,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036P,2,"2 * 1,00",Oliver,Juice drickfärdig,2,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A016M,,
2083,Ratatouille,Tomat krossad,32,"tomatkross, krossad tomat, ",Tillagad,1.2,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HQ,38.4,"32 * 1,20",,,,,,Faktor beräknad 40% tomatjuice och 60% tomat tillagad.,
2083,Ratatouille,Vitlök,1,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00GZ,1,"1 * 1,00",,,,,,,
2083,Ratatouille,Honung,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A033K,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2083,Ratatouille,Salt,1,"Havssalt, mineralsalt",Rå,1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Kyckling,44,,Tillagad,1,SLV - Riktlinjer för livsmedel,A01SP,61.6,"44 * 1,40",,,,,,Faktor = logisk slutledning,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Banan,15,,Rå,1,SLV - Riktlinjer för livsmedel,A01LC,15,"15 * 1,00",,,,,,Faktor = logisk slutledning,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Grädde fett >31%,11,vispgrädde,"Rå, tillagad ",1,-,A02MK#F07.A074F,11,"11 * 1,00",Mjölk,"Rå, tillagad ",10,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 10 g grädde med 40% fetthalt.",
2096,Flygande Jakob Kyckling bacon jordnötter banan,Grädde fett <15%,4,matlagningsgrädde,"Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A02MK#F07.A074F,4,"4 * 1,00",Mjölk,"Rå, tillagad ",3,SLV - Riktlinjer för livsmedel,A02LY,"Faktor= logisk slutledning.
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 33,3  g grädde med 12% fetthalt.",
2096,Flygande Jakob Kyckling bacon jordnötter banan,Tomat ,5,,Pure ,3.2,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HQ,16,"5 * 3,20",,,,,,,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Gris ,4,"Griskött, fläsk, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, ",Tillagad,1,SLV - Riktlinjer för livsmedel,A01RG,5.2,"4 * 1,30",,,,,,Faktor = logisk slutledning,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Jordnöt,2,,Tillagad,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A015H,2,"2 * 1,00",,,,,,,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Socker,2,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,2,"2 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
2096,Flygande Jakob Kyckling bacon jordnötter banan,Vinäger ,1,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad ",1,-,A044M,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Grädde fett 16-30%,1,mellangrädde,"Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A02MK#F07.A074F,1,"1 * 1,00",Mjölk,"Rå, tillagad ",6.8,SLV - Riktlinjer för livsmedel,A02LY,"Faktor= logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 14,8  g grädde med 27% fetthalt.",
2096,Flygande Jakob Kyckling bacon jordnötter banan,Fett matfettsblandning,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2096,Flygande Jakob Kyckling bacon jordnötter banan,Tomat krossad,9,"tomatkross, krossad tomat, ",Tillagad,1.2,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HQ,10.8,"9 * 1,20",,,,,,Faktor beräknad 40% tomatjuice och 60% tomat tillagad.,
2097,Prinskorv stekt,Gris ,56,"Griskött, fläsk, bacon, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, kassler",Tillagad,1.3,USDA table of cooking yields for meat and poultry (2012),A01RG,72.8,"56 * 1,30",,,,,,Medelvärde för gris 70 olika bitar och tillagningssätt,
2097,Prinskorv stekt,Nöt/ko ,5,"biff, entrecôte, filé, köttfärs, oxkött, oxfilé",Tillagad,1.3,,A01QX,6.5,"5 * 1,30",,,,,,Medelvärde för biff 82 olika bitar och tillagningssätt,
2097,Prinskorv stekt,Vatten,24,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,24,"24 * 1,00",,,,,,Faktor=logiskt slutledning,
2097,Prinskorv stekt,Fett ister och annat djurfett,10,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A037V,10,"10 * 1,00",,,,,,Faktor = logisk slutledning,
2097,Prinskorv stekt,Salt,2,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
2097,Prinskorv stekt,Potatismjöl,3,"potatisflingor, potatisstärkelse","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A011F,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
2104,Carbonara sås,Salt,2,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
2104,Carbonara sås,"Ägg, höna",32,Helt ägg höna,Rå,1,SLV - Riktlinjer för livsmedel,A031G,32,"32 * 1,00",,,,,,Faktor = logisk slutledning,
2104,Carbonara sås,"Ost, Extra hårdost ex parmesan",21,,"Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A02ZS,21,"21 * 1,00",Mjölk,"Rå, tillagad ",14.7,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor Råvara nivå 2= walstra (2006), Dairy science and technology",
2104,Carbonara sås,Grädde fett >31%,11,vispgrädde,"Rå, tillagad ",1,-,A02MK#F07.A074F,11,"11 * 1,00",Mjölk,"Rå, tillagad ",10,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 10 g grädde med 40% fetthalt.",
2104,Carbonara sås,Vitlök,1,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00GZ,1,"1 * 1,00",,,,,,,
2104,Carbonara sås,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2107,Skagenröra,Räkor ,54,,Tillagad,1,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A02GB,54,"54 * 1,00",,,,,,,
2107,Skagenröra,Fiskrom,14,"torskrom, sikrom",Tillagad,1,-,A0F7F,14,"14 * 1,00",,,,,,Faktor = logisk slutledning,
2107,Skagenröra,Grädde fett <15%,14,matlagningsgrädde,"Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A02MK#F07.A074F,14,"14 * 1,00",Mjölk,"Rå, tillagad ",3,SLV - Riktlinjer för livsmedel,A02LY,"Faktor= logisk slutledning.
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 33,3  g grädde med 12% fetthalt.",
2107,Skagenröra,Fett vegetabiliskt fett och olja,11,,Rå,1,SLV - Riktlinjer för livsmedel,A036V,11,"11 * 1,00",,,,,,Faktor = logisk slutledning,
2107,Skagenröra,Dill,5,,"Rå, tillagad ",1,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A00XH,5,"5 * 1,00",,,,,,,
2107,Skagenröra,Äggula,2,,Rå,1,SLV - Riktlinjer för livsmedel,A031S,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
2125,Glasnudlar kokta m salt,"Ris, korn",42,Vildris,Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A003D,16.8,"42 * 0,40",,,,,,,
2125,Glasnudlar kokta m salt,Bönor utan balja,35,"bondböna, jackböna, limaböna",Tillagad,0.4,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A012S,14,"35 * 0,40",,,,,,,
2125,Glasnudlar kokta m salt,Vatten,13,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,13,"13 * 1,00",,,,,,Faktor=logiskt slutledning,
2125,Glasnudlar kokta m salt,Potatismjöl,8,"potatisflingor, potatisstärkelse","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A011F,8,"8 * 1,00",,,,,,Faktor = logisk slutledning,
2125,Glasnudlar kokta m salt,Övrigt,2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,2,"2 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
2129,Morotskaka,Socker,30,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,30,"30 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
2129,Morotskaka,"Ost, Färskost",16,"philadelphia, keso, mozarella, Halloumi, ricotta, mascarpone","Rå, tillagad ",1,-,A02QZ,16,"16 * 1,00",,,,,,Faktor = logisk slutledning,
2129,Morotskaka,Morot,16,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00QH,16,"16 * 1,00",,,,,,,
2129,Morotskaka,"Ägg, höna",13,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,13,"13 * 1,00",,,,,,Faktor = logisk slutledning,
2129,Morotskaka,"Vete, siktat",13,,"Tillagad, adderad",1,-,A003Y,13,"13 * 1,00",,,,,,Faktor = logisk slutledning,
2129,Morotskaka,Olja solrosolja,10,,"Tillagad, adderad",1,Användarhjälp - Riktlinjer för beräknade livsmedel,A037D,10,"10 * 1,00",Solrosfrön,Juice drickfärdig,2.5,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015L,,
2129,Morotskaka,Smör,1,,"Tillagad, adderad",1,Användarhjälp - Riktlinjer för beräknade livsmedel,A039C,1,"1 * 1,00",Mjölk,"Rå, tillagad ",20.5,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100 g mjölk med en fetthalt på 4% ger 10 g grädde med 40% fett. Grädden kan i sin tur kärnas till 4,9 g smör med 82% fetthalt och 5,1 g kärnmjölk.",
2129,Morotskaka,Fett matfettsblandning,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2142,Ost- och skinksås,"Mjölk fett 1-2,5 %",60,,"Rå, tillagad ",1,-,A02LZ,60,"60 * 1,00",,,,,,Faktor = logisk slutledning,
2142,Ost- och skinksås,Gris ,21,"Griskött, fläsk, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, ","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A01RG,21,"21 * 1,00",,,,,,Faktor = logisk slutledning,
2142,Ost- och skinksås,Ost (hårdost),9,"Ystade hårdostar, kittost, mögelost","Rå, tillagad ",1,-,A02VA,9,"9 * 1,00",,,,,,Faktor = logisk slutledning,
2142,Ost- och skinksås,Grädde fett >31%,5,vispgrädde,"Rå, tillagad ",1,-,A02MK#F07.A074F,5,"5 * 1,00",Mjölk,"Rå, tillagad ",10,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 10 g grädde med 40% fetthalt.",
2142,Ost- och skinksås,Fett vegetabiliskt fett och olja,3,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
2142,Ost- och skinksås,"Vete, siktat",2,,"Tillagad, adderad",1,-,A003Y,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
2144,Tzatziki,Gurka,51,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00JM,51,"51 * 1,00",,,,,,,
2144,Tzatziki,Yoghurt fett > 3%,46,,"Rå, tillagad ",1,-,A02NG#F10.A077A,46,"46 * 1,00",,,,,,Faktor = logisk slutledning,
2144,Tzatziki,Vitlök,1,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00GZ,1,"1 * 1,00",,,,,,,
2144,Tzatziki,Olja olivolja,1,,Rå,1,SLV - Riktlinjer för livsmedel,A036P,1,"1 * 1,00",Oliver,Juice drickfärdig,2,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A016M,,
2144,Tzatziki,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc",Rå,1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
2184,Ostkaka fett 7%,"Mjölk fett 1-2,5 %",40,,"Rå, tillagad ",1,-,A02LZ,40,"40 * 1,00",,,,,,Faktor = logisk slutledning,
2184,Ostkaka fett 7%,Grädde fett >31%,28,vispgrädde,"Rå, tillagad ",1,-,A02MK#F07.A074F,28,"28 * 1,00",Mjölk,"Rå, tillagad ",10,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 10 g grädde med 40% fetthalt.",
2184,Ostkaka fett 7%,"Ägg, höna",15,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,15,"15 * 1,00",,,,,,Faktor = logisk slutledning,
2184,Ostkaka fett 7%,"Vete, siktat",5,,"Tillagad, adderad",1,-,A003Y,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
2184,Ostkaka fett 7%,Socker,5,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,5,"5 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
2184,Ostkaka fett 7%,Mandel,2,"sötmandel, bittermandel",Torkad,1,SLV - Riktlinjer för livsmedel,A014F,2,"2 * 1,00",,,,,,,
2184,Ostkaka fett 7%,Mjölkpulver,2,,"Rå, tillagad ",1,-,A02PK,2,"2 * 1,00",Mjölk,Torkad,7.7,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån en torrsubstans i mjölk på 13% och en torrsubstan på 97% i mjölkpulver.",
2184,Ostkaka fett 7%,Laktos,2,,"Rå, tillagad ",1,Svensk mjölk 2001,A02PQ_R,2,"2 * 1,00",Mjölk,Torkad,22,SLV - Riktlinjer för livsmedel,A02LY,"Faktor  för nivå 2 beräknat utifrån ett laktoshalt i mjölk på 4,6%  och 100 % laktos i färdigt laktospulver",
2184,Ostkaka fett 7%,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
2189,Rapsolja,Olja rapsolja,100,,Rå,1,SLV - Riktlinjer för livsmedel,A036V,100,"100 * 1,00",Raps,Juice drickfärdig,2.4,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015M,,
2197,Äggröra,"Ägg, höna",82,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,82,"82 * 1,00",,,,,,Faktor = logisk slutledning,
2197,Äggröra,"Mjölk fett 1-2,5 %",12,,"Rå, tillagad ",1,-,A02LZ,12,"12 * 1,00",,,,,,Faktor = logisk slutledning,
2197,Äggröra,Fett matfettsblandning,6,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
2205,Ägg konventionellt kokt,"Ägg, höna",100,"Helt ägg, höna",Tillagad,1,SLV - Riktlinjer för livsmedel,A031G,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
2230,Ostsås fett 8% Kelda,"Mjölk fett > 2,5%",70,,"Rå, tillagad ",1,-,A02LY,70,"70 * 1,00",,,,,,Faktor = logisk slutledning,
2230,Ostsås fett 8% Kelda,Grädde fett >31%,20,vispgrädde,"Rå, tillagad ",1,-,A02MK#F07.A074F,20,"20 * 1,00",Mjölk,"Rå, tillagad ",10,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 10 g grädde med 40% fetthalt.",
2230,Ostsås fett 8% Kelda,Ost (hårdost),4,,Torkad,1.8,SLV - Riktlinjer för livsmedel,A02VA,7.2,"4 * 1,80",,,,,,"Beräknad från ökning av torrvikten från 53% till 97%
",
2230,Ostsås fett 8% Kelda,Stärkelse,4,"47% majs, 38% vete och 15% potatis.  0% Tapiocasträrkelse","Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A011F,4,"4 * 1,00",,,,,,Foodex2-kod finns ännu inte i foodex2-browser ver 0.1.3 men kommer att tas med i framtida uppdateringar.,
2230,Ostsås fett 8% Kelda,"Lök (gul, röd)",1,,Torkad,9,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A00HC,9,"1 * 9,00",,,,,,,
2230,Ostsås fett 8% Kelda,Salt,1,"Havssalt, mineralsalt",Rå,1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2247,Tofutti (creamy smooth) original,Vatten,71,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,71,"71 * 1,00",,,,,,Faktor=logiskt slutledning,
2247,Tofutti (creamy smooth) original,Olja sojaolja,16,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036X,16,"16 * 1,00",Sojaböna,Juice drickfärdig,5,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015P,,
2247,Tofutti (creamy smooth) original,Dextrin,5,"47% majs, 38% vete och 15% potatis","Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A032Z,5,"5 * 1,00",,,,,,Foodex2-kod finns ännu inte i foodex2-browser ver 0.1.3 men kommer att tas med i framtida uppdateringar.,
2247,Tofutti (creamy smooth) original,sojaprotein,4,"Sojaproteinisolat, sojaproteinkoncentrat",Torkad,3.1,Produktionsteknologi för ätbart mjöl och proteinprodukter från sojabönor (1992) Berk Z,A015P,12.4,"4 * 3,10",,,,,,OBS: faktorn konverterar till torkad sojaböna,
2247,Tofutti (creamy smooth) original,Övrigt,2,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,2,"2 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
2247,Tofutti (creamy smooth) original,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
2247,Tofutti (creamy smooth) original,Socker,1,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,1,"1 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
2255,Mozzarella ost fett 16 % ,"Ost, Färskost",100,"philadelphia, keso, mozarella, Halloumi, ricotta, mascarpone","Rå, tillagad ",1,-,A02QZ,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
2256,"Yoghurtdryck fett 0,5 % Yoggi Yalla!",Yoghurt fett <1 %,87,,"Rå, tillagad ",1,-,A02NG#F10.A077C,87,"87 * 1,00",,,,,,Faktor = logisk slutledning,
2256,"Yoghurtdryck fett 0,5 % Yoggi Yalla!",Socker,7,"Råsocker, farinsocker, invertsocker, sockerkulör","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A032H,7,"7 * 1,00",Sockerbeta,Rå,6.5,SLV - Riktlinjer för livsmedel,A010T,"Faktor = logisk slutledning

NB! Med ändrad Foodex-kod för socker, stämmer det inte alltid att råvara nivå 2 är sockerbeta.",
